page_url,image_url,normalized_page_url,source_file,source_file_mtime,date_added
https://jav.guru/1048920/svvrt-082-amateur-variety-close-friends-schoolgirls-face-off-massive-fixed-dildo-seesaw-battle-shake-your-hips-while-its-inserted-first-to-squirt-5-times-wins-loser-gets-fucked-and-creampied/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1svvrt082pl-550x374.jpg,https://jav.guru/1048920/svvrt-082-amateur-variety-close-friends-schoolgirls-face-off-massive-fixed-dildo-seesaw-battle-shake-your-hips-while-its-inserted-first-to-squirt-5-times-wins-loser-gets-fucked-and-creampied/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048921/spsf-57-wonder-lady-vs-glamour-mask-the-luxurious-preys-who-fell-into-prison-waka-ninomiya/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf57pl-550x374.jpg,https://jav.guru/1048921/spsf-57-wonder-lady-vs-glamour-mask-the-luxurious-preys-who-fell-into-prison-waka-ninomiya/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048922/spsf-56-heroine-hunting-wonder-lady-rui-otokoto/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf56pl-550x374.jpg,https://jav.guru/1048922/spsf-56-heroine-hunting-wonder-lady-rui-otokoto/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048923/spsf-55-sentai-heroine-action-pinch-fall-of-star-sea-sentai-kaiser-five-kaiser-yellow-action-pinch-arc-moa-wakatsuki/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf55pl-550x374.jpg,https://jav.guru/1048923/spsf-55-sentai-heroine-action-pinch-fall-of-star-sea-sentai-kaiser-five-kaiser-yellow-action-pinch-arc-moa-wakatsuki/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048924/spsf-54-beautiful-girl-masked-aurora-lewd-bitch-fall-marina-nishio/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf54pl-550x374.jpg,https://jav.guru/1048924/spsf-54-beautiful-girl-masked-aurora-lewd-bitch-fall-marina-nishio/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048925/spsf-53-star-corpse-armored-princess-nexarion-machi-ikuno/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf53pl-550x374.jpg,https://jav.guru/1048925/spsf-53-star-corpse-armored-princess-nexarion-machi-ikuno/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048926/spsf-52-razer-mikage-part-1/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_173spsf52pl-550x374.jpg,https://jav.guru/1048926/spsf-52-razer-mikage-part-1/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048927/sitw-055-when-i-visited-a-rental-house-studio-on-an-la-location-shoot-the-owner-turned-out-to-be-a-big-titted-blonde-beautiful-wife/,https://cdn.javmiku.com/wp-content/uploads/2026/09/sitw055pl-550x374.jpg,https://jav.guru/1048927/sitw-055-when-i-visited-a-rental-house-studio-on-an-la-location-shoot-the-owner-turned-out-to-be-a-big-titted-blonde-beautiful-wife/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048928/silk-200-spice%e2%86%92moisture-3/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1silk200pl-550x374.jpg,https://jav.guru/1048928/silk-200-spice%e2%86%92moisture-3/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048929/sal-265-175cm-tall-beautiful-otoko-no-ko-hibiki-aoi-anal-sex-with-her-exquisite-beautiful-ass-and-three-super-slutty-sexual-situations/,https://cdn.javmiku.com/wp-content/uploads/2026/09/sal265pl-550x374.jpg,https://jav.guru/1048929/sal-265-175cm-tall-beautiful-otoko-no-ko-hibiki-aoi-anal-sex-with-her-exquisite-beautiful-ass-and-three-super-slutty-sexual-situations/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048930/rctd-754-rocket-18th-anniversary-commemorative-user-request-festival-female-comedians-the-2nd-trio-comedy-sketch-edition/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1rctd754pl-550x374.jpg,https://jav.guru/1048930/rctd-754-rocket-18th-anniversary-commemorative-user-request-festival-female-comedians-the-2nd-trio-comedy-sketch-edition/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048931/rctd-752-rocket-18th-anniversary-user-request-festival-turning-middle-aged-women-into-erotic-gaudy-ahegao-yamanba-dirty-gals/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1rctd752pl-550x374.jpg,https://jav.guru/1048931/rctd-752-rocket-18th-anniversary-user-request-festival-turning-middle-aged-women-into-erotic-gaudy-ahegao-yamanba-dirty-gals/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048932/rctd-750-rocket-18th-anniversary-user-request-festival-love-%e2%88%9e-loop-the-love-story-of-a-man-and-woman-who-cant-escape-unless-they-kiss/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1rctd750pl-550x374.jpg,https://jav.guru/1048932/rctd-750-rocket-18th-anniversary-user-request-festival-love-%e2%88%9e-loop-the-love-story-of-a-man-and-woman-who-cant-escape-unless-they-kiss/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048935/nghj-075-virgin-college-student-support-project-for-guys-giving-up-on-love-because-theyre-virgins-ive-always-liked-you/,https://cdn.javmiku.com/wp-content/uploads/2026/09/nghj075pl-550x374.jpg,https://jav.guru/1048935/nghj-075-virgin-college-student-support-project-for-guys-giving-up-on-love-because-theyre-virgins-ive-always-liked-you/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048936/nact-182-oil-mania-tsukinoe-sui/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact182pl-550x374.jpg,https://jav.guru/1048936/nact-182-oil-mania-tsukinoe-sui/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048937/nact-181-at-first-glance-an-ordinary-middle-aged-housekeeper-but-she-was-actually-a-super-slut-with-a-queens-temperament-mai-fuyuki/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact181pl-550x374.jpg,https://jav.guru/1048937/nact-181-at-first-glance-an-ordinary-middle-aged-housekeeper-but-she-was-actually-a-super-slut-with-a-queens-temperament-mai-fuyuki/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048938/nact-180-insatiable-housewife-begs-for-creampie-in-her-secret-side-job-airi-ichinose/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact180pl-550x374.jpg,https://jav.guru/1048938/nact-180-insatiable-housewife-begs-for-creampie-in-her-secret-side-job-airi-ichinose/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048939/nact-179-when-the-delivery-guy-she-likes-comes-she-greets-him-by-taking-off-her-panties-the-slutty-wife-who-flaunts-her-pussy-to-seduce-him-natsu-shibuya/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact179pl-550x374.jpg,https://jav.guru/1048939/nact-179-when-the-delivery-guy-she-likes-comes-she-greets-him-by-taking-off-her-panties-the-slutty-wife-who-flaunts-her-pussy-to-seduce-him-natsu-shibuya/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048940/nact-178-role-reversal-sugar-daddy-corruption-threatening-the-pure-student-he-called-from-a-delivery-health-service-with-credits-and-a-scholarship-recommendation-letter-and-forcing-her-into-a-p/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact178pl-550x374.jpg,https://jav.guru/1048940/nact-178-role-reversal-sugar-daddy-corruption-threatening-the-pure-student-he-called-from-a-delivery-health-service-with-credits-and-a-scholarship-recommendation-letter-and-forcing-her-into-a-p/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048941/nact-177-locks-onto-the-virgin-young-man-who-came-to-fix-a-water-leak-flashes-a-vibrator-and-puts-on-a-live-masturbation-demo-then-while-her-husband-is-away-on-business-greets-him-fully-naked-at-t/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_237nact177pl-550x374.jpg,https://jav.guru/1048941/nact-177-locks-onto-the-virgin-young-man-who-came-to-fix-a-water-leak-flashes-a-vibrator-and-puts-on-a-live-masturbation-demo-then-while-her-husband-is-away-on-business-greets-him-fully-naked-at-t/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048942/mooc-028-even-though-she-has-the-absolute-best-looks-this-femboy-call-girl-was-way-too-cold-with-her-service-so-i-lectured-her-pinned-her-in-a-full-nelson-and-gave-her-a-handjob-until-she-pissed/,https://cdn.javmiku.com/wp-content/uploads/2026/09/mooc028pl-550x374.jpg,https://jav.guru/1048942/mooc-028-even-though-she-has-the-absolute-best-looks-this-femboy-call-girl-was-way-too-cold-with-her-service-so-i-lectured-her-pinned-her-in-a-full-nelson-and-gave-her-a-handjob-until-she-pissed/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048943/mkmp-758-100-climaxes-ecstasy-intense-ejaculation-best/,https://cdn.javmiku.com/wp-content/uploads/2026/09/mkmp758pl-550x374.jpg,https://jav.guru/1048943/mkmp-758-100-climaxes-ecstasy-intense-ejaculation-best/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048944/mkd-259-first-shoot-in-her-fifties-the-voluptuous-mom-with-a-smile-that-suits-her-makes-her-av-debut-tsubasa-watase/,https://cdn.javmiku.com/wp-content/uploads/2026/09/mkd259pl-550x374.jpg,https://jav.guru/1048944/mkd-259-first-shoot-in-her-fifties-the-voluptuous-mom-with-a-smile-that-suits-her-makes-her-av-debut-tsubasa-watase/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048945/mist-524-ass-hell-black-mask-this-huge-ass-slut-or-masochist-mature-woman-who-cums-from-facesitting-with-her-beautiful-90cm-translucent-glossy-ass-and-lush-thick-bush/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1mist524pl-550x374.jpg,https://jav.guru/1048945/mist-524-ass-hell-black-mask-this-huge-ass-slut-or-masochist-mature-woman-who-cums-from-facesitting-with-her-beautiful-90cm-translucent-glossy-ass-and-lush-thick-bush/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048946/mist-512-nipple-frenzy-nipple-love-is-everything-hinata-tachibanauchi/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1mist512pl-550x374.jpg,https://jav.guru/1048946/mist-512-nipple-frenzy-nipple-love-is-everything-hinata-tachibanauchi/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048957/ktra-796-sex-with-a-beautiful-girl-with-tiny-tits-4-hours/,https://cdn.javmiku.com/wp-content/uploads/2026/09/ktra796pl-550x374.jpg,https://jav.guru/1048957/ktra-796-sex-with-a-beautiful-girl-with-tiny-tits-4-hours/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048962/imo-038-i-called-a-delivery-escort-and-my-little-sister-showed-up-as-a-result-we-end-up-having-creampie-real-sex-without-the-shop-knowing-15/,https://cdn.javmiku.com/wp-content/uploads/2026/09/12imo038pl-550x374.jpg,https://jav.guru/1048962/imo-038-i-called-a-delivery-escort-and-my-little-sister-showed-up-as-a-result-we-end-up-having-creampie-real-sex-without-the-shop-knowing-15/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048963/gvh-878-since-you-cant-say-anything-anyway-its-fine-to-nipple-harass-you-right-without-permission-i-relentlessly-nipple-harassed-and-creampied-over-and-over-the-tits-of-my-quiet-plain/,https://cdn.javmiku.com/wp-content/uploads/2026/09/gvh878pl-550x374.jpg,https://jav.guru/1048963/gvh-878-since-you-cant-say-anything-anyway-its-fine-to-nipple-harass-you-right-without-permission-i-relentlessly-nipple-harassed-and-creampied-over-and-over-the-tits-of-my-quiet-plain/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048965/gs-2146-married-woman-resort-style-married-woman-hot-spring-love-trip-rin-34-years-old/,https://cdn.javmiku.com/wp-content/uploads/2026/09/140gs2146pl-550x374.jpg,https://jav.guru/1048965/gs-2146-married-woman-resort-style-married-woman-hot-spring-love-trip-rin-34-years-old/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048966/gma-103-bondage-trained-wife-reunion-and-subjugation-with-the-former-boss-she-once-had-a-physical-relationship-with-a-lewd-wife-who-satisfies-her-fetishes-while-claiming-its-for-her-husband-kur/,https://cdn.javmiku.com/wp-content/uploads/2026/09/gma103pl-550x374.jpg,https://jav.guru/1048966/gma-103-bondage-trained-wife-reunion-and-subjugation-with-the-former-boss-she-once-had-a-physical-relationship-with-a-lewd-wife-who-satisfies-her-fetishes-while-claiming-its-for-her-husband-kur/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048967/gma-102-bondage-trained-wife-her-dead-husbands-perverted-fetish-and-the-secret-she-never-knew-a-widowed-wife-drowning-in-her-father-in-laws-ropes-harumi-kyomoto/,https://cdn.javmiku.com/wp-content/uploads/2026/09/gma102pl-550x374.jpg,https://jav.guru/1048967/gma-102-bondage-trained-wife-her-dead-husbands-perverted-fetish-and-the-secret-she-never-knew-a-widowed-wife-drowning-in-her-father-in-laws-ropes-harumi-kyomoto/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048968/gajk-039-schoolgirl-subjected-to-bondage-training-in-the-storehouse-the-innocent-girl-who-apprenticed-herself-to-take-over-her-grandfathers-restaurant-she-falls-into-a-perverted-fetish-under-the/,https://cdn.javmiku.com/wp-content/uploads/2026/09/gajk039pl-550x374.jpg,https://jav.guru/1048968/gajk-039-schoolgirl-subjected-to-bondage-training-in-the-storehouse-the-innocent-girl-who-apprenticed-herself-to-take-over-her-grandfathers-restaurant-she-falls-into-a-perverted-fetish-under-the/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048969/fns-253-to-escape-a-sudden-downpour-a-male-and-female-classmate-sneak-into-the-school-building-at-night-and-find-themselves-alone-warming-their-drenched-see-through-bodies-until-they-entwine-hamab/,https://cdn.javmiku.com/wp-content/uploads/2026/09/FNS-253-550x374.jpg,https://jav.guru/1048969/fns-253-to-escape-a-sudden-downpour-a-male-and-female-classmate-sneak-into-the-school-building-at-night-and-find-themselves-alone-warming-their-drenched-see-through-bodies-until-they-entwine-hamab/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048971/fgan-188-is-it-true-that-young-people-these-days-dont-masturbate-an-older-sister-teaches-those-gen-z-the-pleasures-of-masturbation-and-sex/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_1440fgan188pl-550x374.jpg,https://jav.guru/1048971/fgan-188-is-it-true-that-young-people-these-days-dont-masturbate-an-older-sister-teaches-those-gen-z-the-pleasures-of-masturbation-and-sex/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048972/embz-349-ripe-mature-womans-ripe-sensitive-big-nipples-sucking-biting-licking-and-toying-with-her-fully-erect-plump-nipples-to-make-her-cum-8-mikine-ogura/,https://cdn.javmiku.com/wp-content/uploads/2026/09/embz349pl-550x374.jpg,https://jav.guru/1048972/embz-349-ripe-mature-womans-ripe-sensitive-big-nipples-sucking-biting-licking-and-toying-with-her-fully-erect-plump-nipples-to-make-her-cum-8-mikine-ogura/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048974/dldss-534-married-secretarys-secret-cunnilingus-affair-under-the-desk-suzume-mino/,https://cdn.javmiku.com/wp-content/uploads/2026/09/1dldss534pl-550x374.jpg,https://jav.guru/1048974/dldss-534-married-secretarys-secret-cunnilingus-affair-under-the-desk-suzume-mino/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048975/dazd-306-pussy-and-deep-throat-simultaneous-skewer-sandbag-best/,https://cdn.javmiku.com/wp-content/uploads/2026/09/dazd306pl-550x374.jpg,https://jav.guru/1048975/dazd-306-pussy-and-deep-throat-simultaneous-skewer-sandbag-best/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048976/davk-119-cheeky-gal-the-local-charismatic-super-cute-slutty-senpai-hits-real-climaxes-from-the-fierce-pounding-by-a-group-of-middle-aged-men-with-big-cocks-begs-for-thick-deep-kisses-and-raw-fuck/,https://cdn.javmiku.com/wp-content/uploads/2026/09/davk119pl-550x374.jpg,https://jav.guru/1048976/davk-119-cheeky-gal-the-local-charismatic-super-cute-slutty-senpai-hits-real-climaxes-from-the-fierce-pounding-by-a-group-of-middle-aged-men-with-big-cocks-begs-for-thick-deep-kisses-and-raw-fuck/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048977/cnstv-029-anonymous-single-mother-yuika-onosaka-pseudonym-27-years-old-three-years-after-her-divorce-she-works-as-a-nursery-teacher-at-a-daycare-in-totsuka-ward-yokohama-city/,https://cdn.javmiku.com/wp-content/uploads/2026/09/h_1472cnstv00029pl-550x374.jpg,https://jav.guru/1048977/cnstv-029-anonymous-single-mother-yuika-onosaka-pseudonym-27-years-old-three-years-after-her-divorce-she-works-as-a-nursery-teacher-at-a-daycare-in-totsuka-ward-yokohama-city/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048978/cmn-265-despairing-female-undercover-investigator-female-beast-trauma-trture-moe-aizawa/,https://cdn.javmiku.com/wp-content/uploads/2026/09/cmn265pl-550x374.jpg,https://jav.guru/1048978/cmn-265-despairing-female-undercover-investigator-female-beast-trauma-trture-moe-aizawa/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
https://jav.guru/1048979/cemd-888-no-bra-huge-tits-tanned-black-gyaru-wearing-a-remote-vibrator-humiliation-date-hana-kurosaki/,https://cdn.javmiku.com/wp-content/uploads/2026/09/cemd888pl-550x374.jpg,https://jav.guru/1048979/cemd-888-no-bra-huge-tits-tanned-black-gyaru-wearing-a-remote-vibrator-humiliation-date-hana-kurosaki/,jav_links_2026-09-10_140336.csv,2026-09-10 14:03:36,2026-09-10
